Sport,Discipline,Athlete,Rider,Injury,Venue,Track,Date
motocross,freestyle_motocross,Unknown Athlete,Unknown Athlete,"12. Shane McElrath 23. Chase Sexton 26. Alex Martin 28. Jordon Smith 31. RJ Hampshire 32. Justin Cooper 34. Dylan Ferrandis 36. Michael Mosiman 38. Christian Craig 39. Colt Nichols 45. Brandon Hartranft 52. Jordan Bailey 55. Kyle Peters 61. Garrett Marchbanks 72. Martin Castelo 73. Martin Davalos | A crash in 250 Moto Two at Hangtown left the Monster Energy/Pro Circuit/Kawasaki rider with cartilage damage in his rib cage; he will line up at Fox Raceway. 77. Challen Tennant 83. Killian Auberson 92. Adam Cianciarulo | With his overall win at Hangtown, the Monster Energy/Pro Circuit/Kawasaki rider leads the championship standings. 110. Yusuke Watanabe 112. Thomas Covington 122. Chris Howell 153. Carson Carr 154. Chase Felong 156. Jacob Hayes 162. Maxwell Sanford 168. Cale Kuchnicki 186. Tyler Monks 194. Jerry Robin 196. Hunter Lawrence 205. Wilson Todd | After a privateer program at Hangtown, the Australian will fill-in for the Troy Lee Designs/Red Bull/KTM team at Fox Raceway. 212. Tyler McCoy 216. Devin Harriman 232. Dylan Bolinger 233. Derek Drake 240. Andrew Barros 259. Corbin Hayes 286. Brandon Sussman 291. Zane Merrett 310. Kai Aiello 321. Bradley Lionnet 340. Blake Taylor 345. Joshua Prior 356. Daniel Lippman 357. Kameron Barboa 407. Benjamin Nelko 554. Wade Brommel 583. Corey Ridel 614. Christopher Shenoy 726. Gared Steinke 842. Joseph Gerrior 898. Jack Fowler 906. Adrian Galamba 916. Jorge Rubalcava 923. Chris Moore 936. Ty Masterpool 964. Mitchell Goheen",Features,Features,
motocross,freestyle_motocross,Unknown Athlete,Unknown Athlete,"6. Jeremy Martin | GEICO Honda rider is still recovering from the vertebra burst fractures he suffered in the 2018 season; he is expected to return to competition in 2020. 24. Austin Forkner | Monster Energy/Pro Circuit/Kawasaki rider will miss the entire summer with torn ligaments in his knee. 40. Sean Cantrell | Lingering wrist injuries will keep the Troy Lee Designs/Red Bull/KTM rider from the opening rounds of the season. 44. Cameron McAdoo | With his Supercross fill-in deal at GEICO Honda complete and no confirmed spot on another team, McAdoo will miss the opening rounds. He is still riding a bike from GEICO Honda as a way to stay sharp should the team need him later in the summer. 64. Jimmy Decotis | Due to a recent restructure at the JGRMX/Yoshimura/Suzuki Factory Racing team, Decotis will not be a part of the two-rider 250 team this summer. 66. Mitchell Oldenburg | Third-degree burns from a crash at the 2019 Las Vegas Supercross will keep the Monster Energy/Star Racing/Yamaha rider from the opening round of the season. 67. Enzo Lopes | Due to a recent restructure at the JGRMX/Yoshimura/Suzuki Factory Racing team, Lopes will not be a part of the two-rider 250 team this summer. 123. Mitchell Falk | A crash during practice at Hangtown left the Troy Lee Designs/Red Bull/KTM rider with a broken collarbone that required surgery; he is out for an undetermined amount of time.",Features,Features,
motocross,freestyle_motocross,Unknown Athlete,Unknown Athlete,"1. Eli Tomac 2. Cooper Webb 4. Blake Baggett 14. Cole Seely 16. Zach Osborne 19. Justin Bogle 21. Jason Anderson 25. Marvin Musquin | A hard crash in practice at Hangtown kept the Red Bull KTM rider from full strength at round one, but he raced through the issue and will be on the track at round two. 41. Ben LaMay 43. Tyler Bowers 46. Justin Hill 48. Cody Cooper 49. Henry Miller 51. Justin Barcia 54. Dylan Merriam 56. Lorenzo Locurcio 69. Jake Masterpool 74. Cade Autenrieth 82. Justin Hoeft 85. Dare DeMartile 91. Alex Ray 94. Ken Roczen | With his overall win at Hangtown, the Team Honda HRC rider leads the championship standings. 101. Fredrik Noren 103. Dean Ferris 165. Kris Keefer 169. Dylan Kappeler 182. Mason Olson 195. Keaton Ward 198. Edgar Foedish 218. Erki Kahro 225. Brett Stralo 227. Derek Kelley 229. Francisco Martini 231. Robert Wilson 246. Chance Blackburn 254. Cody Briner 292. Kolton Dean 309. Jeremy Smith 314. Tyler Stepek 329. Chad Gores 332. Dustin Winter 335. Jeremy McCool 354. Matthew Toth 383. Casey Brennan 402. Samuel Greenawalt 403. Keylan Meston 447. Deven Raper 477. Todd Waters 553. Brent Rouse 555. Jeremy Byrne 565. Dominic DeSimone 577. Felix Lopez 579. Alex O’Dell 588. Kurt Thomas 621. RJ Wageman 637. Bobby Piazza 647. Matthew Hubert 661. Noah Chambers 700. Justin Weeks 718. Toshiki Tomita 767. Mason Wharton 841. Jeff Walker 876. Chris Alldredge 892. Garret Ioppolo 909. Jacob Smith 917. Drew Thomas 929. Taiki Koga 934. Brian Medeiros",Features,Features,
motocross,freestyle_motocross,Unknown Athlete,Unknown Athlete,"7. Aaron Plessinger | A broken heel will sideline the Monster Energy Yamaha Factory Racing rider through the opening part of the summer. 15. Dean Wilson | A shoulder injury from a crash at the Nashville Supercross will keep the Rockstar Energy Husqvarna Factory Racing rider sidelined through the opening part of the summer. 17. Joey Savatgy | A leg injury and shoulder injury from crashes in the Supercross season will sideline the Monster Energy Kawasaki rider through the first rounds of the season. 29. Benny Bloss | A torn ACL in December kept Bloss from racing any of the Supercross season; although he is back on the bike, he is not yet ready to race. The Rocky Mountain ATV-MC/WPS/KTM rider is expected to return at High Point. 33. Josh Grant | A practice crash and injured leg at the end of the Supercross season has sidelined Monster Energy Yamaha Factory Racing’s original fill-in rider; there is no timetable for Grant’s return to action.",Features,Features,
motocross,freestyle_motocross,Unknown Athlete,Unknown Athlete,"Youthstream and the FIM have released the pre-entry list for the MX2 and MXGP classes for the 2019 MXGP of France, which we’ve posted below with some details about key competitors and those missing from competition due to injury.",Features,Features,
motocross,freestyle_motocross,Unknown Athlete,Unknown Athlete,"11. Mikkel Haarup 14. Jed Beaton 19. Thomas Kjer Olsen | The Rockstar Energy Husqvarna Factory Racing rider is currently second overall in the championship standings. 28. Tom Vialle 29. Henry Jacobi | The F&H Racing Kawasaki rider is currently third overall in the championship standings. 32. Brent Van donick 35. Mitchell Harrison | The American rider will run the MX2 season with the BUD Racing Kawasaki team. 43. Mitchell Evans | The Australian rider finished on the podium at the MXGP of Portugal, a season-best result so far for the 114 Motorsports Honda team. 44. Morgan Lesiardo 46. Davy Pootjes 50. Hakan Halmi 51. Adrien Malaval 53. Dylan Walsh 56. Gustavo Pessoa 57. Darian Sanayei | The American rider will run the MX2 season with the Bike It DRT Kawasaki MX2 team. 61. Jorge Prado | The Red Bull KTM rider took the lead in the championship standings after a win at the MXGP of Portugal. 66. Iker Larranaga Olano 75. Hardi Roosiorg 98. Bas Vaessen 101. Zachary Pichon 102. Richard Sikyna 141. Alexander Brown 161. Alvin Ostlund 172. Mathys Boisrame 184. Matanael Bres 193. Jago Geerts 225. Brain Strubhart Moreau 282. Hampus Kahrie 313. Petr Polak 331. Loris Freidig 332. Marcel Conijn 747. Michele Cervellin | Despite a hard crash at the MXGP of Portugal, the Team SM Action rider will race in France. 766. Michael Sandner 783. Enzo Toriani 811. Adam Sterry 818. Jeremy Hauquier 919. Ben Watson 931. Andrea Zanotti 959. Maxime Renaux",Features,Features,
motocross,freestyle_motocross,Unknown Athlete,Unknown Athlete,4. Arnaud Tonus 6. Benoit Paturel 7. Tanel Leok 18. Vsevolod Brylyakov 21. Gautier Paulin | The Monster Energy Wilvo Yamaha Official MXGP rider is currently third overall in the championship standings. 22. Kevin Strijbos | The JWR Yamaha rider is racing despite lingering issues from an elbow injury he sustained earlier in the year. 24. Shaun Simpson 25. Clement Desalle 27. Arminas Jasikonis 33. Julien Lieber 34. Micha-Boy De Waal 41. Pauls Jonass 62. Klemen Gercar 77. Alessandro Lupino 89. Jeremy Van Horebeek | The Team Honda SR rider is racing despite a shoulder injury he sustained at the MXGP of Trentino that required surgery. 91. Jeremy Seewer 92. Ander Valentin 93. Jonathan Bengtsson 94. Sven Van der Mierden 95. Simone Furlotti 96. Jorge Zaragoza 100. Tommy Searle 129. Ivo Monticelli 149. Dennis Ullrich 152. Petar Petrov 189. Brian Bogers 222. Antonio Cairoli | The Red Bull KTM rider is currently leading the championship standings. 226. Tom Koch 243. Tim Gajser | The Team HRC rider is currently second overall in the championship standings. 259. Glenn Coldenhoff 297. Anton Gole 321. Samuele Bernardini 325. Maxime Charlier 461. Romain Febvre | The Monster Energy Yamaha Factory MXGP rider returned to action at the MXGP of Portugal following time off with an ankle injury. 555. Artem Guryev 595. Cedric Grobben 777. Evgeny Bobryshev 911. Jordi Tixier,Features,Features,
motocross,freestyle_motocross,Unknown Athlete,Unknown Athlete,84. Jeffrey Herlings | The 2018 champion has missed every round thus far due to a leg injury; he recently resumed riding but there is no timetable for a return to competition for the Red Bull KTM rider. 99. Max Anstie | The Standing Construct KTM rider has faced his share of issues in 2019 and a badly cut arm at the MXGP of Portugal will sideline him in France.,Features,Features,
motocross,freestyle_motocross,Unknown Athlete,Unknown Athlete,"12. Shane McElrath | With two bulging discs in his back now sorted out, this will be the Troy Lee Designs/Red Bull/KTM rider’s first race since the Seattle Supercross. 23. Chase Sexton 26. Alex Martin 28. Jordon Smith | After a wrist injury sidelined Smith early in the year, this will be the Troy Lee Designs/Red Bull/KTM rider’s first race since the Atlanta Supercross. 31. RJ Hampshire 32. Justin Cooper 34. Dylan Ferrandis 36. Michael Mosiman 38. Christian Craig | Issues with a thumb injury kept Craig from racing almost all of the Supercross season; Hangtown will be the GEICO Honda rider’s first race since the Minneapolis Supercross. 39. Colt Nichols 45. Brandon Hartranft 49. Nick Gaines 52. Jordan Bailey 55. Kyle Peters 61. Garrett Marchbanks 73. Martin Davalos 77. Challen Tennant 83. Killian Auberson 92. Adam Cianciarulo 110. Yusuke Watanabe 112. Thomas Covington | After years in the MXGP circuit, this will be the Rockstar Energy Husqvarna Factory Racing rider’s first-ever Lucas Oil Pro Motocross Championship event. 122. Chris Howell 123. Mitchell Falk 139. Nathen LaPorte 153. Carson Carr 154. Chase Felong 156. Jacob Hayes | With a full ride at CycleTrader/Rock River Yamaha, this will be the first time since 2013 that Hayes has been set to run the full Lucas Oil Pro Motocross Championship series. 162. Maxwell Sanford 168. Cale Kuchnicki 186. Tyler Monks 194. Jerry Robin 196. Hunter Lawrence | After years in the MXGP circuit, this will be the GEICO Honda rider’s first-ever Lucas Oil Pro Motocross Championship event. 205. Todd Wilson 209. Jared Petruska 232. Dylan Bolinger 233. Derek Drake | This will be the Troy Lee Designs/Red Bull/KTM rider’s professional debut. 259. Corbin Hayes 286. Brandon Sussman 291. Zane Merrett 310. Kai Aiello 321. Bradley Lionnet 345. Joshua Prior 356. Daniel Lippman 357. Kameron Barboa 407. Benjamin Nelko 427. Deegan Vanlossberg 461. Thomas Richards 554. Wade Brommel 583. Corey Ridel 614. Christopher Shenoy 842. Joseph Gerrior 898. Jack Fowler 906. Adrian Galamba 916. Jorge Rubalcava 923. Chris Moore 926. Ciaran Naran 936. Ty Masterpool | Thanks to a new rule that allows A Class amateurs the chance to race limited professional events, the Monster Energy/Star Racing/Yamaha rider will line up at Hangtown. 964. Mitchell Goheen 974. Brian Marty",Features,Features,
motocross,freestyle_motocross,Unknown Athlete,Unknown Athlete,"6. Jeremy Martin | GEICO Honda rider is still recovering from the vertebra burst fractures he suffered in the 2018 season; he is expected to return to competition in 2020. 24. Austin Forkner | Monster Energy/Pro Circuit/Kawasaki rider will miss the entire summer with torn ligaments in his knee. 40. Sean Cantrell | Lingering wrist injuries will keep the Troy Lee Designs/Red Bull/KTM rider from the opening rounds of the season. 44. Cameron McAdoo | With his Supercross fill-in deal at GEICO Honda complete and no confirmed spot on another team, McAdoo will miss the opening rounds. He is still riding a bike from GEICO Honda as a way to stay sharp should the team need him later in the summer. 64. Jimmy Decotis | Due to a recent restructure at the JGRMX/Yoshimura/Suzuki Factory Racing team, Decotis will not be a part of the two-rider 250 team this summer. 66. Mitchell Oldenburg | Third-degree burns from a crash at the 2019 Las Vegas Supercross will keep the Monster Energy/Star Racing/Yamaha rider from the opening round of the season. 67. Enzo Lopes | Due to a recent restructure at the JGRMX/Yoshimura/Suzuki Factory Racing team, Lopes will not be a part of the two-rider 250 team this summer.",Features,Features,
